Name,Rating
Signature Rare(582),5
Signature Rare(582),8
Signature Rare(582),9
Signature Rare(582),2
Signature Rare(582),9
Signature Rare(582),4
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),5
Signature Rare(582),8
Signature Rare(582),9
Signature Rare(582),7
Signature Rare(582),9
Signature Rare(582),6
Signature Rare(582),5
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),6
Signature Rare(582),8
Signature Rare(582),7
Signature Rare(582),6
Signature Rare(582),8
Signature Rare(582),9
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),5
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),8
Signature Rare(582),1
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),7
Signature Rare(582),8
Signature Rare(582),9
Signature Rare(582),5
Signature Rare(582),8
Signature Rare(582),7
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),6
Signature Rare(582),6
Signature Rare(582),6
Signature Rare(582),6
Signature Rare(582),3
Signature Rare(582),3
Signature Rare(582),9
Signature Rare(582),5
Signature Rare(582),9
Signature Rare(582),8
Signature Rare(582),7
Signature Rare(582),7
Signature Rare(582),8
Signature Rare(582),7
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),9
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),7
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),6
Signature Rare(582),6
Signature Rare(582),9
Signature Rare(582),8
Signature Rare(582),6
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),1
Signature Rare(582),8
Signature Rare(582),9
Signature Rare(582),7
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),7
Signature Rare(582),9
Signature Rare(582),6
Signature Rare(582),4
Signature Rare(582),9
Signature Rare(582),8
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),5
Signature Rare(582),6
Signature Rare(582),6
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),7
Signature Rare(582),8
Signature Rare(582),9
Signature Rare(582),4
Signature Rare(582),8
Signature Rare(582),9
Signature Rare(582),6
Signature Rare(582),7
Signature Rare(582),6
Signature Rare(582),6
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),4
Signature Rare(582),7
Signature Rare(582),7
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),8
Signature Rare(582),4
Signature Rare(582),9
Signature Rare(582),8
Signature Rare(582),5
Signature Rare(582),9
Signature Rare(582),5
Signature Rare(582),8
Signature Rare(582),6
Signature Rare(582),9
Signature Rare(582),7
Signature Rare(582),3
Signature Rare(582),7
Signature Rare(582),6
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),5
Signature Rare(582),7
Signature Rare(582),4
Signature Rare(582),9
Signature Rare(582),7
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),8
Signature Rare(582),5
Signature Rare(582),9
Signature Rare(582),7
Signature Rare(582),5
Signature Rare(582),9
Signature Rare(582),6
Signature Rare(582),6
Signature Rare(582),1
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),9
Signature Rare(582),1
Signature Rare(582),5
Signature Rare(582),7
Signature Rare(582),9
Signature Rare(582),7
Signature Rare(582),7
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),7
Signature Rare(582),6
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),6
Signature Rare(582),8
Signature Rare(582),7
Signature Rare(582),3
Signature Rare(582),8
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),8
Signature Rare(582),9
Signature Rare(582),8
Signature Rare(582),7
Signature Rare(582),1
Signature Rare(582),8
Signature Rare(582),9
Signature Rare(582),7
Signature Rare(582),8
Signature Rare(582),9
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),9
Signature Rare(582),8
Signature Rare(582),5
Signature Rare(582),8
Signature Rare(582),4
Signature Rare(582),7
Signature Rare(582),7
Signature Rare(582),8
Signature Rare(582),7
Signature Rare(582),7
Signature Rare(582),9
Signature Rare(582),8
Signature Rare(582),7
Signature Rare(582),8
Signature Rare(582),7
Signature Rare(582),7
Signature Rare(582),9
Signature Rare(582),8
Signature Rare(582),6
Signature Rare(582),6
Signature Rare(582),8
Signature Rare(582),5
Signature Rare(582),8
Signature Rare(582),5
Signature Rare(582),7
Signature Rare(582),7
Signature Rare(582),6
Signature Rare(582),7
Signature Rare(582),7
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),7
Signature Rare(582),5
Signature Rare(582),4
Signature Rare(582),7
Signature Rare(582),7
Signature Rare(582),8
Signature Rare(582),7
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),2
Signature Rare(582),7
Signature Rare(582),7
Signature Rare(582),7
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),7
Signature Rare(582),2
Signature Rare(582),9
Signature Rare(582),7
Signature Rare(582),9
Signature Rare(582),6
Signature Rare(582),5
Signature Rare(582),9
Signature Rare(582),5
Signature Rare(582),6
Signature Rare(582),9
Signature Rare(582),2
Signature Rare(582),8
Signature Rare(582),8
Signature Rare(582),7
Signature Rare(582),4
Signature Rare(582),9
Signature Rare(582),8
Signature Rare(582),5
Signature Rare(582),9
Signature Rare(582),9
Signature Rare(582),5
Signature Rare(582),9
388,7
388,9
388,9
388,9
388,8
388,9
388,7
388,5
388,8
388,9
388,8
388,8
388,6
388,9
388,8
388,9
388,8
388,8
388,7
388,7
388,6
388,8
388,7
388,8
388,7
388,5
388,6
388,7
388,6
388,8
388,9
388,8
388,8
388,9
388,5
388,9
388,9
388,8
388,7
388,1
388,8
388,9
388,7
388,8
388,7
388,7
388,8
388,7
388,3
388,8
388,7
388,6
388,9
388,9
388,9
388,9
388,8
388,8
388,8
388,5
388,8
388,8
388,7
388,9
388,4
388,6
388,7
388,9
388,1
388,7
388,5
388,8
388,8
388,9
388,8
388,5
388,8
388,9
388,8
388,7
388,8
388,8
388,5
388,9
388,7
388,7
388,9
388,8
388,5
388,5
388,7
388,9
388,9
388,9
388,5
388,6
388,9
388,4
388,9
388,9
388,7
388,9
388,9
388,6
388,9
388,7
388,7
388,7
388,9
388,8
388,8
388,8
388,7
388,8
388,7
388,7
388,7
388,7
388,9
388,3
388,8
388,8
388,6
388,7
388,7
388,8
388,6
388,7
388,8
388,3
388,7
388,6
388,8
388,8
388,6
388,3
388,8
388,8
388,9
388,7
388,8
388,8
388,7
388,5
388,7
388,7
388,6
388,7
388,8
388,8
388,8
388,8
388,8
388,6
388,9
388,6
388,8
388,7
388,5
388,8
388,6
388,9
388,5
388,8
388,9
388,6
388,5
388,9
388,7
388,7
388,9
388,1
388,8
388,6
388,9
388,7
388,7
388,9
388,7
388,6
388,4
388,8
388,5
388,5
388,9
388,6
388,5
388,9
388,8
388,9
388,5
388,9
388,5
388,4
388,5
388,6
388,7
388,9
388,8
388,8
388,6
388,9
388,5
388,5
388,6
388,8
388,9
388,5
388,7
388,1
388,9
388,7
388,5
388,9
388,8
388,6
388,7
388,8
388,7
388,8
388,9
388,7
388,8
388,8
388,8
388,7
388,8
388,8
388,9
388,8
388,7
388,9
388,6
388,8
388,1
388,5
388,8
388,7
388,8
388,7
388,9
388,9
388,9
388,7
388,7
388,9
388,9
388,6
388,8
388,9
388,7
388,9
388,5
388,8
388,8
388,8
388,7
388,9
388,7
388,6
388,6
388,8
388,9
388,6
388,4
388,9
388,8
388,9
388,5
388,8
388,9
388,9
388,8
388,9
388,6
388,9
388,8
388,5
388,9
388,5
388,6
388,9
388,9
388,9
388,7
388,9
388,8
388,7
388,9
388,8
388,9
388,7
388,7
388,7
388,9
388,5
388,5
388,8
388,3
388,4
388,8
388,7
388,8
388,6
388,7
388,9
388,9
388,4
293,8
293,5
293,7
293,8
293,7
293,9
293,6
293,8
293,9
293,5
293,7
293,8
293,7
293,8
293,7
293,8
293,6
293,8
293,7
293,7
293,9
293,5
293,8
293,9
293,9
293,7
293,8
293,8
293,6
293,9
293,8
293,7
293,6
293,9
293,9
293,8
293,9
293,9
293,8
293,7
293,7
293,9
293,9
293,9
293,6
293,9
293,7
293,8
293,7
293,7
293,9
293,9
293,8
293,8
293,5
293,4
293,9
293,9
293,9
293,6
293,9
293,9
293,8
293,6
293,5
293,9
293,9
293,4
293,9
293,9
293,9
293,5
293,8
293,9
293,9
293,9
293,8
293,9
293,8
293,9
293,6
293,9
293,9
293,7
293,8
293,5
293,9
293,9
293,5
293,4
293,7
293,5
293,8
293,7
293,9
293,9
293,1
293,9
293,8
293,7
293,8
293,7
293,7
293,9
293,7
293,8
293,7
293,8
293,8
293,7
293,7
293,8
293,6
293,9
293,8
293,5
293,9
293,9
293,9
293,6
293,3
293,8
293,8
293,7
293,7
293,8
293,9
293,8
293,7
293,7
293,2
293,9
293,9
293,7
293,9
293,6
293,8
293,8
293,7
293,5
293,8
293,8
293,8
293,8
293,8
293,6
293,7
293,7
293,4
293,6
293,7
293,8
293,9
293,9
293,9
293,8
293,7
293,5
293,4
293,9
293,8
293,5
293,9
293,9
293,7
293,7
293,9
293,9
293,9
293,9
293,7
293,8
293,9
293,5
293,9
293,9
293,9
293,7
293,8
293,9
293,4
293,9
293,9
293,9
293,9
293,5
293,5
293,9
293,5
293,9
293,6
293,7
293,9
293,5
293,9
293,7
293,9
293,7
293,4
293,4
293,8
293,9
293,9
293,8
293,9
293,7
293,9
293,8
293,9
293,7
293,7
293,8
293,7
293,9
293,7
293,7
293,7
293,4
293,7
293,9
293,6
293,8
293,9
293,8
293,8
293,1
293,7
293,6
293,7
293,9
293,9
293,8
293,8
293,9
293,7
293,8
293,6
293,9
293,8
293,8
293,9
293,7
293,9
293,6
293,7
293,8
293,9
293,3
293,6
293,7
293,4
293,8
293,5
293,8
293,2
293,9
293,9
293,9
293,1
293,9
293,9
293,5
293,8
293,9
293,8
293,9
293,9
293,5
293,7
293,1
293,8
293,9
293,8
293,9
293,9
293,9
293,9
293,9
293,9
293,7
293,8
293,9
293,9
293,1
293,9
293,9
293,7
293,1
293,9
293,9
293,8
293,9
293,9
293,6
293,8
293,8
293,2
293,4
293,6
293,9
293,7
293,9
293,8
293,7
293,9
293,9
293,1
293,5
Blenders Pride (565),7
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),8
Blenders Pride (565),6
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),9
Blenders Pride (565),5
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),6
Blenders Pride (565),6
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),6
Blenders Pride (565),8
Blenders Pride (565),7
Blenders Pride (565),8
Blenders Pride (565),6
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),5
Blenders Pride (565),9
Blenders Pride (565),6
Blenders Pride (565),3
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),7
Blenders Pride (565),4
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),6
Blenders Pride (565),9
Blenders Pride (565),2
Blenders Pride (565),5
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),8
Blenders Pride (565),6
Blenders Pride (565),5
Blenders Pride (565),8
Blenders Pride (565),9
Blenders Pride (565),6
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),5
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),4
Blenders Pride (565),8
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),5
Blenders Pride (565),5
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),6
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),7
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),7
Blenders Pride (565),2
Blenders Pride (565),8
Blenders Pride (565),5
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),8
Blenders Pride (565),6
Blenders Pride (565),8
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),5
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),9
Blenders Pride (565),3
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),8
Blenders Pride (565),7
Blenders Pride (565),8
Blenders Pride (565),7
Blenders Pride (565),6
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),5
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),6
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),2
Blenders Pride (565),9
Blenders Pride (565),6
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),3
Blenders Pride (565),7
Blenders Pride (565),8
Blenders Pride (565),7
Blenders Pride (565),5
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),6
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),1
Blenders Pride (565),5
Blenders Pride (565),9
Blenders Pride (565),5
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),1
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),4
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),2
Blenders Pride (565),5
Blenders Pride (565),6
Blenders Pride (565),8
Blenders Pride (565),5
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),4
Blenders Pride (565),5
Blenders Pride (565),5
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),9
Blenders Pride (565),5
Blenders Pride (565),5
Blenders Pride (565),9
Blenders Pride (565),6
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),6
Blenders Pride (565),8
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),5
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),5
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),6
Blenders Pride (565),6
Blenders Pride (565),7
Blenders Pride (565),8
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),4
Blenders Pride (565),7
Blenders Pride (565),6
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),6
Blenders Pride (565),7
Blenders Pride (565),8
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),5
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),7
Blenders Pride (565),8
Blenders Pride (565),7
Blenders Pride (565),8
Blenders Pride (565),9
Blenders Pride (565),5
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),7
Blenders Pride (565),5
Blenders Pride (565),6
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),6
Blenders Pride (565),8
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),8
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),8
Blenders Pride (565),5
Blenders Pride (565),9
Blenders Pride (565),3
Blenders Pride (565),7
Blenders Pride (565),8
Blenders Pride (565),5
Blenders Pride (565),1
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),1
Blenders Pride (565),3
Blenders Pride (565),4
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),9
Blenders Pride (565),7
Blenders Pride (565),7
Blenders Pride (565),1
Blenders Pride (565),4
Blenders Pride (565),5
Blenders Pride (565),1
Blenders Pride (565),9
434,8
434,8
434,1
434,8
434,8
434,9
434,7
434,7
434,8
434,8
434,8
434,8
434,8
434,9
434,6
434,9
434,9
434,8
434,8
434,6
434,7
434,8
434,8
434,8
434,9
434,9
434,8
434,5
434,8
434,6
434,8
434,7
434,7
434,9
434,8
434,8
434,7
434,9
434,9
434,8
434,7
434,6
434,9
434,9
434,8
434,8
434,5
434,8
434,9
434,6
434,8
434,9
434,8
434,9
434,9
434,7
434,9
434,5
434,8
434,7
434,5
434,9
434,5
434,6
434,9
434,7
434,5
434,9
434,7
434,8
434,5
434,7
434,9
434,6
434,9
434,9
434,9
434,7
434,9
434,8
434,7
434,9
434,5
434,7
434,9
434,9
434,6
434,2
434,5
434,1
434,9
434,6
434,9
434,7
434,6
434,5
434,7
434,9
434,8
434,8
434,7
434,8
434,6
434,7
434,8
434,8
434,7
434,9
434,8
434,4
434,6
434,6
434,7
434,7
434,9
434,5
434,3
434,8
434,8
434,7
434,9
434,5
434,2
434,9
434,8
434,6
434,6
434,7
434,6
434,7
434,9
434,6
434,7
434,7
434,6
434,9
434,7
434,5
434,3
434,7
434,5
434,5
434,8
434,4
434,7
434,5
434,7
434,5
434,8
434,5
434,5
434,8
434,9
434,7
434,4
434,8
434,9
434,8
434,8
434,5
434,8
434,5
434,9
434,9
434,7
434,9
434,5
434,5
434,9
434,5
434,8
434,5
434,5
434,7
434,9
434,6
434,9
434,9
434,9
434,8
434,5
434,9
434,7
434,8
434,2
434,4
434,6
434,5
434,8
434,9
434,9
434,6
434,9
434,8
434,1
434,5
434,9
434,3
434,5
434,3
434,6
434,5
434,2
434,7
434,8
434,9
434,5
434,7
434,9
434,1
434,9
434,5
434,7
434,6
434,9
434,8
434,7
434,6
434,5
434,5
434,8
434,8
434,9
434,3
434,6
434,9
434,6
434,9
434,9
434,6
434,7
434,7
434,7
434,7
434,8
434,6
434,8
434,8
434,8
434,8
434,8
434,9
434,8
434,8
434,9
434,6
434,5
434,7
434,9
434,7
434,7
434,7
434,7
434,9
434,8
434,7
434,9
434,7
434,5
434,9
434,8
434,8
434,4
434,8
434,9
434,9
434,9
434,2
434,9
434,4
434,8
434,7
434,8
434,9
434,8
434,8
434,7
434,5
434,9
434,9
434,8
434,8
434,5
434,9
434,9
434,7
434,8
434,8
434,8
434,9
434,5
434,8
434,6
434,8
434,9
434,9
434,9
434,5
434,9
434,5
434,9
434,9
434,7
434,1
434,8
434,5
434,7
434,5
540,7
540,6
540,8
540,8
540,7
540,8
540,9
540,7
540,8
540,8
540,8
540,8
540,7
540,9
540,9
540,8
540,8
540,8
540,7
540,7
540,8
540,7
540,7
540,8
540,7
540,6
540,8
540,6
540,7
540,7
540,8
540,9
540,8
540,8
540,9
540,9
540,7
540,6
540,8
540,9
540,8
540,5
540,8
540,9
540,7
540,9
540,8
540,4
540,7
540,7
540,7
540,9
540,7
540,8
540,9
540,9
540,9
540,8
540,2
540,9
540,9
540,8
540,8
540,6
540,4
540,6
540,5
540,9
540,8
540,8
540,4
540,5
540,7
540,8
540,9
540,7
540,7
540,7
540,8
540,3
540,7
540,9
540,8
540,5
540,9
540,1
540,3
540,6
540,8
540,8
540,9
540,9
540,8
540,7
540,8
540,8
540,7
540,6
540,7
540,8
540,9
540,6
540,9
540,8
540,8
540,8
540,9
540,6
540,7
540,8
540,7
540,7
540,7
540,1
540,8
540,8
540,2
540,4
540,7
540,8
540,9
540,9
540,8
540,9
540,7
540,5
540,8
540,9
540,8
540,7
540,8
540,2
540,6
540,6
540,8
540,9
540,8
540,7
540,8
540,9
540,8
540,5
540,9
540,6
540,7
540,6
540,9
540,8
540,4
540,2
540,7
540,7
540,7
540,9
540,7
540,8
540,8
540,8
540,8
540,5
540,9
540,8
540,9
540,9
540,5
540,9
540,6
540,9
540,7
540,7
540,8
540,9
540,8
540,8
540,9
540,4
540,8
540,9
540,9
540,9
540,1
540,9
540,9
540,8
540,6
540,9
540,7
540,8
540,8
540,9
540,9
540,6
540,7
540,6
540,4
540,9
540,8
540,9
540,6
540,9
540,8
540,6
540,9
540,4
540,8
540,8
540,7
540,9
540,1
540,9
540,7
540,9
540,7
540,9
540,8
540,9
540,8
540,6
540,8
540,8
540,8
540,7
540,6
540,7
540,8
540,6
540,9
540,7
540,8
540,9
540,7
540,7
540,8
540,8
540,7
540,8
540,5
540,6
540,8
540,8
540,7
540,6
540,8
540,9
540,7
540,3
540,7
540,9
540,7
540,5
540,9
540,7
540,6
540,9
540,9
540,7
540,8
540,9
540,5
540,7
540,7
540,7
540,9
540,9
540,8
540,7
540,7
540,3
540,5
540,5
540,9
540,2
540,9
540,4
540,5
540,8
540,8
540,7
540,9
540,9
540,5
540,9
540,8
540,5
540,5
540,8
540,7
540,8
540,9
540,9
540,8
540,8
540,5
540,9
540,9
540,5
540,1
540,4
540,9
540,9
540,4
540,9
540,6
540,5
540,6
540,9
540,7
540,9
186,8
186,8
186,8
186,7
186,8
186,7
186,7
186,9
186,8
186,9
186,7
186,9
186,6
186,9
186,8
186,9
186,4
186,8
186,5
186,8
186,8
186,5
186,6
186,8
186,8
186,7
186,7
186,7
186,8
186,9
186,6
186,7
186,9
186,6
186,9
186,8
186,8
186,7
186,8
186,8
186,2
186,7
186,7
186,5
186,6
186,6
186,8
186,7
186,5
186,9
186,7
186,8
186,4
186,1
186,7
186,7
186,7
186,9
186,8
186,1
186,8
186,8
186,9
186,9
186,5
186,9
186,5
186,7
186,9
186,9
186,9
186,9
186,7
186,9
186,7
186,9
186,8
186,9
186,8
186,8
186,7
186,9
186,9
186,6
186,9
186,8
186,9
186,8
186,8
186,8
186,9
186,5
186,7
186,8
186,9
186,9
186,7
186,8
186,7
186,9
186,8
186,9
186,8
186,7
186,8
186,7
186,8
186,7
186,8
186,7
186,8
186,4
186,6
186,7
186,6
186,7
186,8
186,6
186,7
186,7
186,8
186,7
186,8
186,8
186,4
186,6
186,7
186,8
186,9
186,8
186,7
186,7
186,6
186,5
186,7
186,5
186,7
186,8
186,6
186,7
186,9
186,5
186,9
186,8
186,7
186,7
186,7
186,9
186,8
186,6
186,4
186,9
186,9
186,6
186,4
186,9
186,4
186,5
186,9
186,7
186,7
186,8
186,6
186,9
186,7
186,9
186,8
186,5
186,9
186,8
186,9
186,7
186,8
186,5
186,9
186,5
186,9
186,6
186,9
186,8
186,7
186,3
186,1
186,9
186,5
